source,target,direction,origin
"Les seuls bruits qui arrivaient jusque-là à me soustraire de ma torpeur, étaient les cris fanatiques que poussait madame sous des refrains mal rythmés du congolais Fally Ipupa",nu ɖeka si ko nyɔam lae nye srɔ̃nye ƒe ha si dzim wole la,fra-ewe,afrolingu
"Un grand merci à Al Gore pour ses mots chaleureux », a réagi l’intéressée",Facebook ɖea vodada gbogbo mawo fiana xoxo.,fra-ewe,mafand
La pandémie a fait plus de 966,"Le hehenananyawo me la, ɖeviwo le nu srɔ̃m to yaʋala dzi.",fra-ewe,mafand
"mele ŋuku ɖe míaƒe nyakaka dɔwɔƒewo ŋu le kametete,nananyanya,nɔnɔmetata kple wɔnawo wo me eye mele miawo hã kpem be miawɔ alea","""""""""""«nous nous comprenons grâce aux langues coloniales""""»,""",ewe-fra,afrolingu
Eloloe nye Elolo NEPI si nye ɖowɔtɔwonyagbɔkpɔla le kaƒomɔdɔwɔƒe si mìenya nyuie la,"Elolo, faut-il le rappeler, n’est autre qu’Elolo NEPI, Directeur des Ressources Humaines de la compagnie de téléphonie mobile que vous connaissez tous",ewe-fra,afrolingu
"Cependant, il faut apprendre à trouver un terrain d’entente, car c’est aussi une raison commune de séparation",Ke hã edze be miakpɔ gɔmeseƒe elabe esia hea mama vana edziedzie.,fra-ewe,mafand
mekua nu me alebe mana sukuviawo nalɔ nye nufiafia,J’ai appris à faire des recherches constantes d’activités pour maintenir mes élèves intéressés,ewe-fra,afrolingu
Elle avait longtemps hésité avant de s’inscrire sur ce site de rencontres,eke ɖi zi geɖe hafi ŋlɔ ŋkɔ ɖe godoƒe yaʋalanuŋlɔƒe sia dzi,fra-ewe,afrolingu
menye tɔnye ƒe vi nyɔnuvi vavã,"Je suis une fille à papa absolue€¦,",ewe-fra,afrolingu
"Ils doivent résister à la tentation de s'enivrer l'un de l'autre mais semblent irrémédiablement attirés comme des aimants,",woɖola dze agbagba aɖu ahamumu tetekpɔ dzi gake wole wó nɔewo,fra-ewe,afrolingu
"Elle essuie ses larmes du dos de sa main gauche, et plonge son sein droit dans la bouche d'Issiaka,",etutu mo nae kple eƒ mia si xe tsɔ anɔ de nume na Issiaka,fra-ewe,afrolingu
"Nous parlions à des inconnus menaçants au téléphone, suppliant et négociant pour la sécurité de mon père et nous n'étions pas toujours surs que mon père était en vie,",miéƒoanu le kame kple ame madzesiwo xenɔa kukuɖem ɖe tɔnye ƒe agbe ta gake miénya be ele agbe o,fra-ewe,afrolingu
enya sese le ŋlɛsi gbeme ŋutɔ gake mega ve mi be nye maɖe egɔme o,"En anglais c'est franchement plus classe, donc souffrez que je ne traduise pas,",ewe-fra,afrolingu
"""""""Au-delà de son expansion en termes d'activités, la cybercriminalité a des impacts sur tout le tissu économique et social du Bénin. """"""","to vovo na eƒe takeke abe abe yaʋala nudrãwɔwɔ ene la,meiga ƒonu tso eƒe emetsonuuwo ŋu ledukɔ ƒe ganyawo me",fra-ewe,afrolingu
Un oubli peut toujours être rattrapé.,Woateŋu aɖɔ nuŋlɔbe ɖo..,fra-ewe,afrolingu
gɔmesesea le Allah ɖeka sie nye nuwokatãnyala la ko gbɔ,"La signification se trouve seulement auprès d’Allah, l’Omniscient",ewe-fra,afrolingu
dada ŋdi na wo,« Bonjour maman,ewe-fra,afrolingu
ke miawo ɖe miedo domedzoé ɖe nuwɔla ɖe ŋu le agbãlɛ me vɔa,"Et vous, avez-vous déjà détesté un personnage de roman comme s'il existait vraiment,",ewe-fra,afrolingu
"De quel meilleur outil disposons-nous pour partager nos valeurs religieuses,",Dɔwɔnu nyui kae le mia si ne miatsɔ amã miƒe subɔsubɔ nunyuiwo,fra-ewe,afrolingu
"nyemenye nyɔnuwo dzena ta ʋlila o,eye meva nye susu me hã kpɔ be manyee o","""""""Je ne suis pas féministe, je n'ai jamais prétendu l'être. """"""",ewe-fra,afrolingu
"le alesi woŋlɔe ŋu la,eya enye agbalẽ nyuitɔ kekeake si mexle",C'est techniquement l'un des meilleurs dossiers que j'ai pu lire.,ewe-fra,afrolingu
Presque toutes les souches de la deuxième vague avaient une mutation connue sous le nom de D614G qui augmente le nombre de « pointes » sur la couronne du virus,Nɔnɔme yeye si na dɔxɔxɔ evelia sia le nyanya me na amewoeye woyɩne be D614G edzi gatroe si le kukua dzi yidzi.,fra-ewe,mafand
Crime d'honneur nye eElif Shakaf ƒe agbalẽ evelia si mexlẽ,« Crime d’honneur » est le deuxième roman d’Elif Shafak que je lis,ewe-fra,afrolingu
"ne mete ŋu gblɔ nya aɖeke nam o la, mate ŋu gblɔe na ame aɖeke o","Si elle n’a rien pu me dire, elle n’aura pas le courage de le dire à qui que ce soit",ewe-fra,afrolingu
"Vu sa réputation, autant dire que mes attentes étaient très élevées","abe ale si eŋkɔ ɖi la, nenema kee nye hã nye mɔkpɔkpɔ lolo enye kem",fra-ewe,afrolingu
Nya sia matsi tomahee o.,"Cette histoire ne va pas rester impunie », a-t-elle déclaré",ewe-fra,mafand
"eƒe agbãlɛwo abe « Le cahier noir », « La poupée », « La dernière chance », na tame bubu ɖeviwo kple ametsitsiwo siãa","""""""Nous devons prendre nos responsabilités en éduquant par des causeries éducatives concernant le sexe, la prévention contre les grossesses non désirées et les IST/MST,""",ewe-fra,afrolingu
miaƒe yameʋua ɖo kuxiaɖewo tso Addis-Abeba yi Shanghai,"D'Addis-Abeba à Shanghai, notre avion a eu des problèmes techniques,",ewe-fra,afrolingu
"wometsɔa ga na wo ziɖeka ko o, ke adzɔa kpena ɖe ameawo ŋu le ɖoƒevovo me hena woɖeɖe le ga kuxi me",La fondation ne remet pas automatiquement de cash en un seul coup mais accompagne plutôt les récipiendaires le long des différentes étapes pour atteindre leur autonomisation financière,ewe-fra,afrolingu
ne womegaɖɔa nu ɖo o hã avi faa akɔ na ame,"Même si elles ne résolvent rien, les larmes sont d’un soulagement certain",ewe-fra,afrolingu
Woate ŋu kpɔ dodokpɔmetsonuawo le kaƒomɔvi dzi to dzesi sue si wona la dzie.,Ils ont la possibilité de consulter les résultats de leur examen sur leur téléphone portable grâce aux numéros courts mis à leur disposition,ewe-fra,mafand
"D’après Robin Sharma, il faut un système qui permette de ritualiser ce qui en vaut la peine",robin be wɔna si ana be nu si dze la ko wɔm mianɔ la le vevie,fra-ewe,afrolingu
"""""""Ce n'est pas bien grave, ça facilite la vie ! La vérité est que les personnes qui ont un carnet d'adresses fourni forcent le respect, suscitent l'admiration et font des envieux. """"""",ele eme be amewo ʋãanu amesiwo dzesi ame ŋukuta geɖewo eye woɖo kadede geɖewo hã la,fra-ewe,afrolingu
"Si elle ne se lance pas directement en politique, celle-ci n’hésite pas à prendre la parole depuis son départ de la Maison Blanche avec la publication d’un livre, d’un documentaire et d’un podcast","To egbɔ be medea eɖokui dunyagbɔgblɔ me o hã la, nyɔnua tso esime wódzo le fiasa me la, medzudzɔa nu dede nyawo me to agbalẽɖeɖe ɖe go alo nɔnɔmetata dzi o.",fra-ewe,mafand
taʋlilawo mena nya si na kakaɖedzi gobi le nu si ta wole agbalẽawo kple esiwo gbɔna la dim o,"Gbagbo n’a pas convaincu argument quant à la raison pour laquelle il devrait se voir accorder une autorisation générale pour la fourniture de rédiger des traductions en anglais de ses propres documents, à la fois ceux qui ont déjà été fournis et ceux qui seront fournis par le Greffe",ewe-fra,afrolingu
ʋuaɖe tɔte nae mɔ eye wode asi du ʋuʋu me,"Une voiture s'arrêta pour le laisser passer et il se mit à courir, manquant de se faire renverser par un taxi qui venait dans l'autre sens,",ewe-fra,afrolingu
"Tombés éperdument amoureux l’un de l’autre en 1993, Emmanuel et Brigitte Macron sont toujours aussi complices","Tso ƒè 1993 sime wodze wonɔe lɔlɔ̃ la, egale kplikplikpli ko.",fra-ewe,mafand
Canada / Covid-19 : Justin Trudeau s’engage à créer 1 million d’emplois,"Le Canada, Justin trudeau be le covidnyawo me hã ya na dɔ miliɔn ɖeka.",fra-ewe,mafand
"Le tedziawo katã ƒe sisi le υuυu gã aɖe me megbe la, amevi kple tɔa wokpɔ tedzivi sue aɖe si meteŋu si o le esime yeƒe afɔ suewo meɖo nusẽ o la, le gliwo ƒe dzogoe dzi.","Lorsque, dans un colossal nuage de poussière, tous les ânes eurent disparu, le petit bonhomme et son père retrouvèrent, tapi dans un coin de la maison et tout penaud, un tout petit âne que ses toutes petites pattes ne lui avaient pas permis de fuir.",ewe-fra,afrolingu
yiɖa ƒo nu na srɔ̃woa,Allez parler à votre mari,ewe-fra,afrolingu
amewo gaɖe vovolexɔsenyawo ŋu nya ɖe go,"Dans les commentaires face à cette polémique, des gens ont encore ressorti la laïcité",ewe-fra,afrolingu
"egbea ame 1,1 miliɔn siwo le eƒe yaʋaldzi la kpɔe le tata sue aɖe si wofia la me","Ce jour, ses quelques 1,1 million d’abonnés sur le réseau social, ont pu la découvrir dans une mini vidéo partagée",ewe-fra,afrolingu
"Ils continuent d'améliorer les Musana Carts en fonction des évaluations des clients,",Wokpɔtɔ nɔ Musana Cartwo dzramɖo to nuƒlelawo dodokpɔ me,fra-ewe,afrolingu
"Ʋɔnudrɔla la be yeʋu numekuku sia tso 2019 me esi trump ƒe taʋlila Michael cohen ʋu eme le Amerika congres ŋkume eye wodee ga, be trump kɔa ga alo ɖea ga le eƒe nunɔamesiwo dzi ale be woaɖiɖi amlɔkɔetutu dzi nae la dzie.","La procureure avait précisé avoir ouvert cette enquête en 2019, après que l’ex-avocat personnel de Donald Trump, Michael Cohen, condamné depuis, eut témoigné devant le Congrès américain que le magnat avait surévalué ou sous-évalué certains de ses biens immobiliers pour obtenir des prêts ou réductions d’impôts",ewe-fra,mafand
"nye ho, ho nyewo katã","Mon argent, tout mon argent,",ewe-fra,afrolingu
"""""""On peut également parler de la Révolution Orange en Ukraine en 00 tout comme la Révolution Burkinabé menée par le mouvement Balai Citoyen qui a imposé le départ de Blaise Compaoré. """"""",miateŋu aƒonu tso Ukraine alo burkina ƒe azɔ̃li zɔzɔ̃ si balai citoyen wɔ hegna Blaise Compaoré le ziadzi la ŋu,fra-ewe,afrolingu
"Elle a un fils en ville qui s'est fait maçon,",eɖo viaɖe si nye xɔtula le du gã me,fra-ewe,afrolingu
Taʋlihabɔbɔ la be ʋɔnua ŋutɔe gblɔ le adeɛmekpɔxe 26 lia dzi le 2019 be ne yewohiã agbalẽa la yewonebia fa esia tae yewo biae ɖoe.,"Gbagbo note que la Chambre d’appel a déclaré, dans sa décision du 26 novembre 2019, que si elle a souhaité recevoir le projet de traduction en anglais de sa requête déjà préparée, il peut demander au greffe de la lui fournir sur la base de ce «précédent», le conseil de M",ewe-fra,mafand
"Mais il doit revenir faire un contrôle toutes les deux semaines,",Vɔ la eɖola trɔ va dzidze eɖokui kpɔ kwasiɖa eve ɖesiaɖe,fra-ewe,afrolingu
Nu ɖe sia ɖe si me latrikinuwo le la ate ŋu atitɔ yaʋalamɔ bɔbɔe.,"« Tout ce qui comprend des composants électriques, des lumières extérieures aux micro-ondes en passant par les caméras de vidéosurveillance, peut potentiellement avoir un impact sur votre connexion haut débit », assure Suzanne Rutherford, ingénieur en chef d’Openreach pour le pays de Galles",ewe-fra,mafand
nu ka wɔm nele le afi sia?,– Qu’est ce que tu fais ici,ewe-fra,afrolingu
"Ke tsitretsila siwo mele dua me ola, fia dɔa vɔvɔ nawoe.","Pour les dissidents qui ne vivent pas sur son territoire, le roi préfère se servir de la menace",ewe-fra,mafand
"Je suis déçue de ne pas l'avoir reconnu tout de suite mais tout de même contente de l'avoir vu dans un autre cadre,","medo dzidzɔ nam be nye medo dzesi kaba o, gake mekpɔ dzidzɔ be medze si le go bubume",fra-ewe,afrolingu
Encore pire que refuser les compromis,vɔɖitɔae nye be nagbe nugɔmesese,fra-ewe,afrolingu
menye nyanyanana maus ame si tae dɔwɔƒe aɖewo guna o ke ɖe ale si womete ŋu kpea akɔ nuwo o la tae,"Ce n’est pas par manque d’information que certaines entreprises échouent, mais plutôt parce qu’elles ne tiennent pas compte de la réalité",ewe-fra,afrolingu
etrɔ kpɔ Jessica si ganɔ anyimlɔƒea ko,Il reporte son regard sur Jessica qui demeurait toujours allongée,ewe-fra,afrolingu
eƒe susue nye be yé asrɔ̃ machiniwo dzadzra ɖo,"Son rêve à elle est de travailler dans la mécanique,",ewe-fra,afrolingu
Esiwo woyɔ kpɔvitɔwo wova la wokpɔ nyɔnu eve ƒe 18 kple 50 le anyiigba kple ŋutsu aɖe si xɔ ƒè 49la kukue.,"Alertée dans la matinée, la police y a trouvé deux femmes blessées âgées de 18 et 50 ans, ainsi qu’un homme de 47 ans qui a succombé sur place à ses graves blessures",ewe-fra,mafand
"Abe alesi wole egblɔm la, amesiame ɖo vovo dzitinya","Mais comme elle le dit, tout le monde dispose du libre arbitre,",ewe-fra,afrolingu
Mais Khadija n’était pas dupe,ke khadija meɖe asi le eɖokui ŋu nae o,fra-ewe,afrolingu
"Sur le coup quand j'en ai entendu parler, j'ai repensé à cette conversation de 2015, qui m'a appris que le plus important ne devrait pas être qui est le plus « fort »,","ke esi mese la, meɖoŋuku ƒe 2015 lia dzeɖoɖo si fiam be vevietɔ menye amesi sesẽ o",fra-ewe,afrolingu
"Aujourd'hui, même si le livre est toujours meilleur que le film, une collaboration entre cinéastes et écrivains Africains pourraient porter certains messages beaucoup plus loin,","egbe la, nenye be agbãlɛ nyo wu nɔnɔme tata, africa nɔnɔme tata kple nuŋlɔlawo woateŋu wɔe woa yi ŋugɔ",fra-ewe,afrolingu
le Randall ƒe ku megbe la evia eveawo ma eƒe anyigbãwo,"""""""€“ où es le discours de Joshua Osih et de Edith Wallah Wallah? Il n'a que des hommes pour ces prochaines élections? où sont les citoyennes camerounaises?""",ewe-fra,afrolingu
Mɔzɔ̃lawo le te nɔm kpɔ wò le statiɔ̃,"""""""Et oui, ici les usagers attendent dans le garage. """"""",ewe-fra,afrolingu
"""""""Le savoir c'est effectivement le pouvoir, car il favorise l'éveil et le questionnement. """"""",nunya enye ŋusẽ vavã elabe enyoa ame ƒe susu,fra-ewe,afrolingu
wosu nuawo katã dzi,"""Ils ont littéralement tout mis """"«"""" dans la sauce"""" """"».""",ewe-fra,afrolingu
Atsɔe kee loo alo wɔ nu bubu.,"Soit vous pardonnez, soit vous passez à autre chose",ewe-fra,mafand
Dieu a dit : « Muhammad n’est rien d’autre qu’un Envoyé qui fut précédé par d’autres,Mawu be muhammad menye ame aɖeke wu amedɔdɔ si ŋgɔ ame bubuwo dze o,fra-ewe,afrolingu
La télévision de papa c'est fini.,papa ƒe dzidziƒe nukpɔmɔa kple,fra-ewe,afrolingu
Ɖikekenɔnɔme aɖe le Amerikatɔwome kuɖe akɔa dada vɔ megbe lae.,"Un climat d’incertitude plane aux Etats-Unis quant à la situation après l’élection présidentielle du 3 novembre prochain, suite à la dernière sortie de Donald Trump",ewe-fra,mafand
"""""""Un an est passé, mais le probleme persiste et va grandissant. """"""",ƒe ɖeka enye esi miede megbe gake kuɣi la gale edzi yim eye wole takekem ɖe edzi,fra-ewe,afrolingu
Sanogo si ganɔ gakpɔme ɣleti enyie nye esi le IBK kpɔkplɔte la nɔ amegãteƒe le eƒe sɔdzawu me le esi wole Mali blɔɖe zã ɖum.,"Le général Sanogo, encore en prison il y a huit mois sous le président Ibrahim Boubacar Keïta aujourd’hui déchu, a pris place à la tribune officielle en uniforme d’apparat, casquette à feuilles d’or, fourragère et médailles, pour suivre la parade donnée à l’occasion du 60e anniversaire de l’indépendance",ewe-fra,mafand
ŋu le ekpem,Elle se sent tellement honteuse,ewe-fra,afrolingu
Nu si koe womate ŋu awɔ abe aɖaŋuɖemɔzala ene oe nye be mate ŋu a;:de n:onɔmetata afioa amewo o.,"La seule chose que vous ne pourrez pas faire par rapport à la version ordinateur, c’est d’ajouter une vidéo en arrière-plan",ewe-fra,mafand
Alors les gens se sont tout simplement dits: vivons! Et heureusement l'alcool qui coule à flot nous maintient à dessein dans cet état d'indolence.,amewo susui be ahanono enye agbea ƒe viɖe eye ayaye aɖe yewo ƒe kuɣiwo ɖa kple vevesese ɖa le yewo dzi,fra-ewe,afrolingu
"Esiwo dzia kokoko be yewoawɔe la, do a ŋɔti ɖe tsia ta ada ha ɖoɖa ko atrɔ dzo yi tsia gɔme.","Ceux qui ne peuvent naturellement s’empêcher de le faire, se contentent de sortir le bout de leur nez pour lancer leur chant et redescendre aussitôt.",ewe-fra,afrolingu
aƒetɔa dze ŋe ɖe aba titina le gogoligo abe ale si nele ekpɔm ene,"Le monsieur est couché sur le dos, au milieu du lit, nu, comme vous l’avez remarqué vous-même, Exactement comme ça",ewe-fra,afrolingu
1- agbalẽ nenɔ asiwo ɖaa,1 – Toujours avoir un livre à portée de main,ewe-fra,afrolingu
Dukɔteƒenɔla yeya wɔ dɔa kpɔ le ethiopie tso ƒè 2009 yi 2012 lia ddzi.,Le nouvel ambassadeur de France en Côte d’Ivoire a déjà été en poste en Éthiopie de 2009 à 2012,ewe-fra,mafand
"Je ne regrette pas d'avoir commencé par « La carte d'identité » de Jean-Marie Adiaffi,",me vem be medze egɔme kple « La carte d'identité » Jean-Marie Adiaffi tɔ o,fra-ewe,afrolingu
"""""""Des jeunes qui se réfléchissent ensemble à la résolution des problemes que rencontre leur communauté""",eto nyawo be mianɔ tatawo ɖem ɖe go kple kadede nyuitɔwo alebe woakpɔwoe,fra-ewe,afrolingu
Evɔ le  Luis Suarez kple Barca dome.,Entre  Luis Suarez et le Barça c’est la fin,ewe-fra,mafand
Ngoma kple efe kotsu,Le Ngomna et sa veste.,ewe-fra,afrolingu
"Kader, Sabel srɔ̃ nu dzɔdzi nam","J’ai eu un faible pour Kader, l’époux de Sabel",ewe-fra,afrolingu
netsɔ mia kple ame siwo do ŋgɔ yi egbɔla ƒe nuvɔ̃wo kee,Qu’Il pardonne nos péchés et les péchés de ceux qui nous ont précédés auprès de Lui,ewe-fra,afrolingu
nye mekaɖe lɔlɔ̃ ƒe tɔtrɔwo ta o,"» Je ne crois pas aux changements par amour,",ewe-fra,afrolingu
"I’ll be in touch from time to time to share what’s on my mind, too",ebe yewoanɔ kadede me alebe yehã yanɔ nu siwo le tame na ye la mam kpli wo edziedzi,fra-ewe,afrolingu
